,ID,country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,payment_mode,first_trip_tz,most_impressing,total_cost,group_size,night_total
309,tour_1381,kenya,25-44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,7,0,Cash,0,Friendly People,165750.0,1,7
310,tour_1382,south africa,45-64,Alone,0,1,Meetings and Conference,Wildlife tourism,"Friends, relatives",1,1,1,1,0,0,0,0,10,0,Credit Card,1,Friendly People,155380.0,1,10
311,tour_1383,united states of america,65+,Alone,1,0,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",1,0,1,1,1,1,1,0,11,2,Cash,1,Friendly People,9945000.0,1,13
312,tour_1384,united kingdom,25-44,Alone,1,0,Volunteering,Cultural tourism,"Radio, TV, Web",0,0,0,0,0,0,0,0,33,3,Cash,1,Friendly People,2845050.0,1,36
313,tour_1385,united states of america,25-44,Alone,1,0,Meetings and Conference,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,2,0,Cash,0,Friendly People,430950.0,1,2
314,tour_1386,south africa,25-44,Alone,0,1,Meetings and Conference,Wildlife tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,7,0,Credit Card,1,Friendly People,2652000.0,1,7
315,tour_1387,germany,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,0,0,7,6,Cash,1,Friendly People,165750.0,2,13
316,tour_1388,south africa,45-64,Alone,0,1,Business,Wildlife tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,19,0,Credit Card,0,Friendly People,3315000.0,1,19
317,tour_139,kuwait,25-44,Alone,0,1,Leisure and Holidays,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,1,5,Cash,1,No comments,3315000.0,1,6
318,tour_1390,japan,25-44,Alone,0,1,Leisure and Holidays,Conference tourism,others,0,0,0,0,0,0,0,0,1,0,Cash,0,Friendly People,331500.0,1,1
319,tour_1391,netherlands,45-64,Alone,1,0,Meetings and Conference,Wildlife tourism,Tanzania Mission Abroad,0,0,0,0,0,0,0,0,3,0,Cash,0,Friendly People,414375.0,1,3
320,tour_1393,zimbabwe,45-64,Spouse and Children,1,3,Leisure and Holidays,Beach tourism,others,0,0,0,0,0,0,0,0,0,6,Cash,1,Friendly People,6630000.0,4,6
321,tour_1394,united kingdom,25-44,Alone,1,0,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",0,0,0,0,0,0,0,0,3,3,Credit Card,0,Friendly People,1507876.5,1,6
322,tour_1395,united kingdom,25-44,Alone,1,0,Volunteering,Beach tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,30,0,Cash,1,"Wonderful Country, Landscape, Nature",4267575.0,1,30
323,tour_1397,italy,25-44,Friends/Relatives,2,0,Volunteering,Hunting tourism,"Friends, relatives",0,0,0,0,0,0,0,0,14,0,Cash,0,Friendly People,3063595.5,2,14
324,tour_1399,greece,25-44,Friends/Relatives,0,2,Leisure and Holidays,Beach tourism,"Radio, TV, Web",0,0,0,0,0,0,0,0,5,0,Cash,1,Friendly People,2320500.0,2,5
325,tour_14,spain,45-64,Friends/Relatives,2,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,1,6,7,Cash,1, Wildlife,28366625.0,4,13
326,tour_1400,uae,1-24,Friends/Relatives,0,3,Business,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,5,0,Credit Card,1,No comments,2320500.0,3,5
327,tour_1401,france,25-44,Friends/Relatives,2,0,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",1,0,1,0,0,1,1,0,5,2,Cash,1,No comments,2000070.0,2,7
328,tour_1402,canada,25-44,Spouse,1,1,Visiting Friends and Relatives,Wildlife tourism,others,0,0,0,0,0,0,0,0,10,0,Credit Card,0,Friendly People,1657500.0,2,10
329,tour_1404,south africa,25-44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,0,1,0,2,0,Cash,1,Friendly People,3563625.0,1,2
330,tour_1405,switzerland,45-64,Alone,1,0,Meetings and Conference,Mountain climbing,others,0,0,0,0,0,0,0,0,4,0,Cash,0, Wildlife,794265.5,1,4
331,tour_1406,uae,25-44,Alone,0,1,Meetings and Conference,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,3,2,Cash,0,Excellent Experience,1657500.0,1,5
332,tour_1408,uae,25-44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,4,0,Cash,1, Wildlife,3315000.0,1,4
333,tour_1409,china,25-44,Alone,0,1,Business,Beach tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,6,0,Credit Card,1,No comments,1160250.0,1,6
334,tour_141,united states of america,25-44,Alone,1,0,Meetings and Conference,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,0,0,0,5,0,Cash,1,Friendly People,5038800.0,1,5
335,tour_1410,united kingdom,25-44,Alone,0,1,Meetings and Conference,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,2,0,Cash,0,No comments,712725.0,1,2
336,tour_1411,united states of america,25-44,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,0,6,6,Cash,1,Excellent Experience,19227000.0,2,12
337,tour_1412,italy,1-24,Friends/Relatives,1,3,Leisure and Holidays,Wildlife tourism,Tanzania Mission Abroad,0,0,0,0,0,0,0,0,3,0,Cash,0,No comments,4538660.0,4,3
338,tour_1413,spain,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Radio, TV, Web",0,0,0,0,0,0,0,0,0,35,Cash,1,Friendly People,248625.0,2,35
339,tour_1414,south africa,25-44,Alone,0,1,Leisure and Holidays,business,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,4,2,Cash,1,Friendly People,82875.0,1,6
340,tour_1415,switzerland,25-44,Alone,0,1,Business,Wildlife tourism,"Newspaper, magazines,brochures",0,0,0,0,0,0,0,0,2,0,Credit Card,1,Friendly People,1657500.0,1,2
341,tour_1417,china,25-44,Alone,0,1,Leisure and Holidays,Wildlife tourism,others,0,0,0,0,0,0,0,0,17,3,Cash,0,"Wonderful Country, Landscape, Nature",2767440.0,1,20
342,tour_1418,australia,25-44,Alone,1,0,Volunteering,Cultural tourism,"Newspaper, magazines,brochures",0,0,0,0,0,0,0,0,17,0,Cash,1,Friendly People,1969112.5,1,17
343,tour_1419,india,25-44,Friends/Relatives,3,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,1,12,4,Cash,1,Friendly People,1657500.0,3,16
344,tour_142,zambia,25-44,Alone,0,1,Business,Wildlife tourism,others,0,0,0,0,0,0,0,0,14,0,Cash,0,"Wonderful Country, Landscape, Nature",1243125.0,1,14
345,tour_1420,zimbabwe,45-64,Spouse and Children,2,2,Leisure and Holidays,Beach tourism,others,0,0,0,0,0,0,0,0,1,6,Cash,1,Friendly People,6630000.0,4,7
346,tour_1422,united kingdom,25-44,Children,2,0,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",0,0,0,0,0,0,0,0,13,0,Cash,0,Friendly People,1500000.0,2,13
347,tour_1423,south africa,1-24,Alone,0,1,Scientific and Academic,Hunting tourism,"Friends, relatives",0,0,0,0,0,0,0,0,7,0,Cash,1,Friendly People,1553800.0,1,7
348,tour_1425,canada,1-24,Alone,1,0,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,0,3,3,Cash,1,Friendly People,6132750.0,1,6
349,tour_1426,south africa,25-44,Alone,1,0,Business,Wildlife tourism,"Radio, TV, Web",0,0,0,0,0,0,0,0,1,0,Cash,1,Friendly People,497250.0,1,1
350,tour_1427,uae,25-44,Alone,0,1,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",0,0,0,0,0,0,0,0,30,0,Cash,0, Wildlife,3315000.0,1,30
351,tour_1429,australia,25-44,Alone,1,0,Leisure and Holidays,Cultural tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,4,0,Cash,1,Friendly People,82875.0,1,4
352,tour_143,germany,25-44,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,others,0,0,0,0,0,0,0,0,20,10,Cash,1,Good service,22693300.0,2,30
353,tour_1430,united kingdom,1-24,Alone,0,1,Leisure and Holidays,Wildlife tourism,inflight magazines,0,0,0,0,0,0,0,0,6,0,Cash,1,No comments,364650.0,1,6
354,tour_1431,canada,25-44,Alone,0,1,Visiting Friends and Relatives,Wildlife tourism,"Travel, agent, tour operator",0,0,1,1,1,1,1,0,5,1,Cash,0, Wildlife,3315000.0,1,6
355,tour_1432,new zealand,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,1,9,3,Cash,1,Friendly People,51548250.0,2,12
356,tour_1436,india,25-44,Friends/Relatives,0,2,Meetings and Conference,Mountain climbing,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,3,0,Credit Card,1,"Wonderful Country, Landscape, Nature",5801250.0,2,3
357,tour_1439,united kingdom,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,0,0,4,7,Cash,1,Friendly People,18613725.0,2,11
358,tour_144,sweden,25-44,Spouse,1,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,16,14,Cash,1,Friendly People,20553000.0,2,30
359,tour_1440,united states of america,45-64,Alone,0,1,Scientific and Academic,Wildlife tourism,others,0,0,0,0,0,0,0,0,42,0,Cash,0,No comments,33150000.0,1,42
360,tour_1443,united states of america,25-44,Spouse,1,1,Leisure and Holidays,Conference tourism,"Friends, relatives",1,0,1,1,1,1,1,0,10,3,Cash,1,Good service,10773750.0,2,13
361,tour_1444,india,45-64,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,14,0,Cash,0,No comments,828750.0,1,14
362,tour_1445,south africa,45-64,Alone,0,1,Meetings and Conference,Mountain climbing,Trade fair,0,0,0,0,0,0,0,0,6,0,Cash,0,No comments,497250.0,1,6
363,tour_1446,france,45-64,Alone,0,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",0,0,0,0,0,0,0,0,6,0,Cash,0,No comments,2486250.0,1,6
364,tour_1447,australia,25-44,Alone,0,1,Volunteering,Wildlife tourism,inflight magazines,1,0,1,0,1,1,1,0,30,0,Cash,1,"Wonderful Country, Landscape, Nature",437500.0,1,30
365,tour_1448,india,25-44,Alone,0,1,Other,Hunting tourism,"Travel, agent, tour operator",1,0,0,0,0,0,0,0,3,0,Cash,1,Friendly People,17072250.0,1,3
366,tour_145,netherlands,45-64,Children,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,17,3,Cash,1,Friendly People,5673325.0,2,20
367,tour_1452,united states of america,1-24,Alone,1,0,Scientific and Academic,Conference tourism,"Radio, TV, Web",0,0,0,0,0,0,0,0,61,3,Cash,1,Friendly People,8287500.0,1,64
368,tour_1453,united states of america,45-64,Friends/Relatives,0,2,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,12,0,Cash,1,"Wonderful Country, Landscape, Nature",2486250.0,2,12
369,tour_1454,united kingdom,25-44,Alone,1,0,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,6,0,Cash,1,Friendly People,1564777.5,1,6
370,tour_1455,india,1-24,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,5,0,Cash,1,Friendly People,911625.0,1,5
371,tour_1456,rwanda,45-64,Spouse,1,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",0,0,0,0,0,0,0,0,10,0,Cash,0,Excellent Experience,120000.0,2,10
372,tour_1457,south africa,45-64,Friends/Relatives,2,1,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",1,0,1,1,0,0,1,0,16,0,Credit Card,0,Friendly People,26520000.0,3,16
373,tour_1458,united kingdom,25-44,Alone,0,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,1,9,0,Cash,1,Good service,5138250.0,1,9
374,tour_146,south africa,25-44,Alone,0,1,Business,Beach tourism,"Radio, TV, Web",0,0,0,0,0,0,0,0,5,0,Cash,0,Friendly People,3563625.0,1,5
375,tour_1460,united kingdom,25-44,Alone,0,1,Business,Wildlife tourism,"Newspaper, magazines,brochures",0,0,0,0,0,0,0,0,4,0,Cash,1,Friendly People,1657500.0,1,4
376,tour_1461,spain,45-64,Alone,0,1,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,12,3,Credit Card,1, Wildlife,5673325.0,1,15
377,tour_1462,united kingdom,45-64,Friends/Relatives,1,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",1,1,1,1,1,0,0,1,9,0,Credit Card,1,Friendly People,6961500.0,2,9
378,tour_1464,united states of america,45-64,Spouse and Children,2,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,0,4,0,Credit Card,0,Friendly People,56355000.0,3,4
379,tour_1465,united kingdom,1-24,Children,2,0,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,14,0,Cash,0,Friendly People,4552080.0,2,14
380,tour_1466,india,25-44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,37,0,Cash,0,Excellent Experience,1989000.0,1,37
381,tour_1467,dominica,65+,Spouse and Children,2,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,0,1,5,0,Credit Card,1,Friendly People,33150000.0,4,5
382,tour_1469,united states of america,1-24,Alone,1,0,Scientific and Academic,Cultural tourism,"Friends, relatives",1,1,1,1,1,1,1,1,50,6,Cash,1,Excellent Experience,3315000.0,1,56
383,tour_147,canada,45-64,Alone,1,0,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,5,0,Cash,0,Friendly People,532057.5,1,5
384,tour_1471,france,45-64,Spouse and Children,2,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,0,0,0,0,7,0,Cash,1, Wildlife,51382500.0,4,7
385,tour_1472,united kingdom,1-24,Friends/Relatives,2,0,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",0,0,0,0,0,0,0,0,9,0,Cash,1,No comments,840352.5,2,9
386,tour_1473,united kingdom,45-64,Spouse,1,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,0,7,0,Cash,1,Excellent Experience,1342575.0,2,7
387,tour_1474,united kingdom,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,0,3,7,Credit Card,1,Friendly People,17639310.0,2,10
388,tour_1475,canada,25-44,Spouse and Children,1,3,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,0,4,0,Cash,1,Friendly People,94809000.0,4,4
389,tour_1476,india,25-44,Alone,0,1,Leisure and Holidays,Conference tourism,"Friends, relatives",1,0,1,1,0,1,1,1,12,0,Cash,1,"Wonderful Country, Landscape, Nature",3480750.0,1,12
390,tour_1478,united states of america,1-24,Alone,1,0,Scientific and Academic,Cultural tourism,"Friends, relatives",1,0,1,1,1,1,0,0,10,0,Cash,1,"Wonderful Country, Landscape, Nature",3315000.0,1,10
391,tour_148,portugal,25-44,Alone,1,0,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,10,3,Cash,1, Wildlife,2269330.0,1,13
392,tour_1480,united states of america,45-64,Alone,1,0,Business,Wildlife tourism,"Newspaper, magazines,brochures",0,0,0,0,0,0,0,0,2,0,Credit Card,1,Friendly People,2154750.0,1,2
393,tour_1481,united kingdom,25-44,Alone,1,0,Meetings and Conference,Cultural tourism,"Friends, relatives",0,0,0,0,0,0,0,0,5,0,Cash,0,Friendly People,1491750.0,1,5
394,tour_1482,israel,25-44,Alone,0,1,Meetings and Conference,Beach tourism,"Radio, TV, Web",0,0,0,0,0,0,0,0,37,0,Cash,0,No comments,5801250.0,1,37
395,tour_1483,france,45-64,Alone,0,1,Leisure and Holidays,Hunting tourism,"Travel, agent, tour operator",1,1,1,1,1,1,0,1,6,0,Cash,1,Excellent Experience,6746025.0,1,6
396,tour_1485,united kingdom,1-24,Alone,1,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,12,2,Cash,1,No comments,3315000.0,1,14
397,tour_1486,india,25-44,Alone,0,1,Meetings and Conference,Beach tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,37,2,Cash,1,Friendly People,318703.0,1,39
398,tour_1487,italy,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",1,0,1,1,1,1,1,1,13,0,Cash,1,"Wonderful Country, Landscape, Nature",26851500.0,2,13
399,tour_1489,south africa,25-44,Friends/Relatives,2,0,Leisure and Holidays,Beach tourism,others,0,0,0,0,0,0,0,0,0,12,Credit Card,1,No comments,6878625.0,2,12
400,tour_149,germany,45-64,Friends/Relatives,1,1,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,6,0,Cash,0,"Wonderful Country, Landscape, Nature",3315000.0,2,6
401,tour_1490,united kingdom,25-44,Alone,0,1,Leisure and Holidays,Conference tourism,"Friends, relatives",1,1,1,0,1,1,0,1,10,0,Cash,1,"Wonderful Country, Landscape, Nature",4060875.0,1,10
402,tour_1491,united states of america,45-64,Friends/Relatives,10,2,Visiting Friends and Relatives,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,0,1,1,0,21,0,Cash,1, Wildlife,9116250.0,12,21
403,tour_1492,united states of america,65+,Friends/Relatives,2,4,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,0,1,0,5,0,Cash,1,"Wonderful Country, Landscape, Nature",9613500.0,6,5
404,tour_1493,united states of america,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,0,14,0,Cash,1,Friendly People,1326000.0,2,14
405,tour_1494,south africa,25-44,Alone,0,1,Business,Beach tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,3,0,Cash,1,"Wonderful Country, Landscape, Nature",563550.0,1,3
406,tour_1495,oman,25-44,Alone,0,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",0,0,0,0,0,0,0,0,4,0,Cash,0,No comments,2000000.0,1,4
407,tour_1496,china,25-44,Alone,0,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,0,12,4,Cash,1, Wildlife,8121750.0,1,16
408,tour_1498,south africa,25-44,Alone,0,1,Leisure and Holidays,Conference tourism,"Newspaper, magazines,brochures",1,0,1,1,1,1,1,0,14,0,Cash,1,Friendly People,9398025.0,1,14
409,tour_150,south africa,25-44,Alone,1,0,Business,Wildlife tourism,"Newspaper, magazines,brochures",0,0,0,0,0,0,0,0,2,0,Credit Card,1,Friendly People,1160250.0,1,2
410,tour_1500,china,25-44,Friends/Relatives,0,2,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",0,0,1,0,0,0,0,0,6,0,Cash,1, Wildlife,3812250.0,2,6
411,tour_1501,italy,65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,20,1,Cash,1,Friendly People,6630000.0,2,21
412,tour_1504,united states of america,45-64,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,1,12,0,Cash,1, Wildlife,16989375.0,1,12
413,tour_1505,germany,45-64,Friends/Relatives,0,2,Meetings and Conference,Conference tourism,"Radio, TV, Web",0,0,0,0,0,0,0,0,13,0,Credit Card,0,"Wonderful Country, Landscape, Nature",4143750.0,2,13
414,tour_1506,united kingdom,1-24,Alone,1,0,Volunteering,Hunting tourism,"Friends, relatives",1,0,1,1,1,0,0,1,14,0,Cash,1,"Wonderful Country, Landscape, Nature",6961500.0,1,14
415,tour_1507,united states of america,65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,1,7,0,Cash,1, Wildlife,50139375.0,2,7
416,tour_1508,france,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",0,0,0,0,0,0,0,0,9,5,Cash,1,"Wonderful Country, Landscape, Nature",5121675.0,2,14
417,tour_1509,united kingdom,25-44,Friends/Relatives,3,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,0,0,1,0,7,0,Cash,1, Wildlife,4972500.0,3,7
418,tour_151,finland,25-44,Alone,1,0,Leisure and Holidays,Cultural tourism,"Friends, relatives",0,0,0,0,0,0,0,0,9,4,Cash,1,No comments,4143750.0,1,13
419,tour_1510,switzerland,65+,Friends/Relatives,2,4,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,0,1,1,10,0,Cash,0,"Wonderful Country, Landscape, Nature",2618336.0,6,10
420,tour_1511,united states of america,25-44,Alone,0,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",0,0,0,0,0,0,0,0,10,0,Cash,1,Friendly People,663000.0,1,10
421,tour_1512,switzerland,45-64,Alone,1,0,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,15,3,Cash,1,Friendly People,1657500.0,1,18
422,tour_1513,south africa,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",1,0,1,1,1,1,0,0,17,0,Cash,1,Friendly People,16409250.0,2,17
423,tour_1514,kenya,25-44,Alone,1,0,Meetings and Conference,Mountain climbing,others,0,0,0,0,0,0,0,0,3,0,Cash,0, Wildlife,1160250.0,1,3
424,tour_1516,italy,25-44,Children,1,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",1,1,1,1,0,1,0,0,7,0,Cash,1,No comments,11602500.0,2,7
425,tour_1518,australia,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,1,7,0,Cash,1, Wildlife,19890000.0,2,7
426,tour_1519,united kingdom,1-24,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",1,0,1,0,0,0,0,1,5,0,Cash,1,Friendly People,5974605.0,1,5
427,tour_152,oman,45-64,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,1,12,0,Credit Card,1,"Wonderful Country, Landscape, Nature",6630000.0,1,12
428,tour_1520,kenya,25-44,Alone,1,0,Business,Hunting tourism,Trade fair,0,0,0,0,0,0,0,0,4,0,Cash,0,No comments,994500.0,1,4
429,tour_1524,australia,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,0,1,1,1,10,9,Cash,1,Excellent Experience,15752900.0,2,19
430,tour_1525,netherlands,25-44,Spouse and Children,0,4,Business,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,3,0,Cash,1, Wildlife,5673325.0,4,3
431,tour_1526,united kingdom,1-24,Alone,0,1,Other,Wildlife tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,10,0,Cash,1,No comments,2845050.0,1,10
432,tour_1528,united states of america,25-44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,7,6,Cash,1,Friendly People,2320500.0,1,13
433,tour_1529,kenya,45-64,Alone,0,1,Business,Wildlife tourism,others,0,0,0,0,0,0,0,0,2,0,Cash,0,No comments,331500.0,1,2
434,tour_1531,france,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,0,1,1,7,5,Cash,1,"Wonderful Country, Landscape, Nature",9945000.0,2,12
435,tour_1533,united states of america,65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,0,0,0,10,0,Credit Card,1,Friendly People,39780000.0,2,10
436,tour_1534,germany,25-44,Alone,0,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",1,1,1,1,0,1,1,0,9,0,Cash,1,No comments,5884125.0,1,9
437,tour_1536,germany,25-44,Alone,0,1,Meetings and Conference,Wildlife tourism,others,0,0,0,0,0,0,0,0,6,0,Cash,1,Friendly People,567332.5,1,6
438,tour_1537,italy,25-44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,6,0,Cash,0,"Wonderful Country, Landscape, Nature",1657500.0,1,6
439,tour_1538,kenya,25-44,Alone,0,1,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",0,0,0,0,0,0,0,0,3,0,Cash,0,Friendly People,200557.5,1,3
440,tour_1541,finland,25-44,Alone,1,0,Business,Wildlife tourism,"Radio, TV, Web",0,0,0,0,0,0,0,0,7,0,Cash,1,No comments,1989000.0,1,7
441,tour_1542,netherlands,45-64,Spouse and Children,2,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,0,1,1,1,0,7,7,Cash,1, Wildlife,16575000.0,4,14
442,tour_1543,united kingdom,1-24,Spouse,2,2,Visiting Friends and Relatives,Beach tourism,"Newspaper, magazines,brochures",0,0,0,0,0,0,0,0,0,60,Cash,0, Wildlife,200000.0,4,60
443,tour_1545,united kingdom,65+,Friends/Relatives,1,1,Scientific and Academic,Wildlife tourism,others,0,0,0,0,0,0,0,0,15,0,Cash,0,Friendly People,828750.0,2,15
444,tour_1547,italy,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",0,0,0,0,0,0,0,0,7,5,Cash,1,Friendly People,11346650.0,2,12
445,tour_1548,south africa,25-44,Spouse,1,1,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",1,1,1,1,1,0,0,0,11,0,Cash,0,Friendly People,1546790.0,2,11
446,tour_155,united kingdom,1-24,Alone,1,0,Volunteering,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,25,0,Cash,1, Wildlife,4538660.0,1,25
447,tour_1550,france,25-44,Friends/Relatives,2,0,Leisure and Holidays,Conference tourism,"Friends, relatives",0,0,0,0,0,0,0,0,13,4,Cash,1,Friendly People,11346650.0,2,17
448,tour_1551,italy,1-24,Alone,1,0,Leisure and Holidays,Cultural tourism,"Friends, relatives",0,0,0,0,0,0,0,0,20,0,Cash,1,Excellent Experience,1248131.5,1,20
449,tour_1555,united states of america,1-24,Alone,0,1,Scientific and Academic,Cultural tourism,"Friends, relatives",1,0,1,1,1,1,1,1,50,6,Cash,0,Friendly People,3315000.0,1,56
450,tour_1556,uae,25-44,Alone,1,0,Meetings and Conference,Cultural tourism,"Friends, relatives",0,0,0,0,0,0,0,0,1,0,Cash,1,Good service,331500.0,1,1
451,tour_1558,united states of america,45-64,Alone,1,0,Business,Wildlife tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,3,0,Cash,0,Friendly People,828750.0,1,3
