,ID,country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,payment_mode,first_trip_tz,most_impressing,group_size,night_total
347,tour_2214,NETHERLANDS,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,1,0,0,0,0,7,Cash,0,Friendly People,2,7
348,tour_2215,UNITED KINGDOM,45-64,Alone,0,1,Leisure and Holidays,Cultural tourism,"Friends, relatives",1,1,1,1,1,1,1,1,10,0,Cash,0,No comments,1,10
349,tour_2219,UNITED STATES OF AMERICA,25-44,Alone,0,1,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",0,0,0,0,0,0,0,0,9,0,Cash,1,Friendly People,1,9
350,tour_222,AUSTRALIA,25-44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,6,0,Cash,1,No comments,1,6
351,tour_2224,SWEDEN,25-44,Children,2,2,Visiting Friends and Relatives,Hunting tourism,others,0,0,0,0,0,0,0,0,44,0,Cash,0,No comments,4,44
352,tour_2225,SOUTH AFRICA,45-64,Alone,1,0,Meetings and Conference,Mountain climbing,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,6,0,Cash,0,Friendly People,1,6
353,tour_2226,SOUTH AFRICA,45-64,Friends/Relatives,3,7,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,0,0,4,0,Cash,1, Wildlife,10,4
354,tour_2227,UNITED KINGDOM,24-Jan,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,1,24,0,Cash,1, Wildlife,1,24
355,tour_2232,SPAIN,45-64,Friends/Relatives,6,4,Volunteering,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,0,6,Cash,0,No comments,10,6
356,tour_2235,BELGIUM,45-64,Alone,0,1,Meetings and Conference,Mountain climbing,"Friends, relatives",0,0,0,0,0,0,0,0,7,0,Cash,1,Friendly People,1,7
357,tour_2238,UNITED STATES OF AMERICA,65+,Friends/Relatives,2,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,1,6,2,Cash,1,Friendly People,2,8
358,tour_224,JAPAN,25-44,Friends/Relatives,1,1,Leisure and Holidays,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,0,3,Cash,1, Wildlife,2,3
359,tour_2244,SOUTH AFRICA,45-64,Alone,0,1,Business,Wildlife tourism,others,0,0,0,0,0,0,0,0,1,0,Credit Card,0,Friendly People,1,1
360,tour_2245,SPAIN,25-44,Friends/Relatives,2,2,Leisure and Holidays,Beach tourism,others,0,0,0,0,0,0,0,0,10,5,Cash,1,Friendly People,4,15
361,tour_2247,FRANCE,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,0,11,3,Cash,1, Wildlife,2,14
362,tour_2249,UNITED KINGDOM,45-64,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,11,0,Credit Card,0,Friendly People,1,11
363,tour_2256,UNITED STATES OF AMERICA,65+,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,1,6,2,Cash,1,Friendly People,2,8
364,tour_2257,SOUTH AFRICA,45-64,Alone,0,1,Meetings and Conference,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,3,0,Cash,1,Friendly People,1,3
365,tour_2259,UNITED STATES OF AMERICA,25-44,Spouse,1,1,Leisure and Holidays,Cultural tourism,"Friends, relatives",0,0,0,0,0,0,0,0,30,0,Cash,1,Friendly People,2,30
366,tour_226,SOUTH AFRICA,25-44,Alone,1,0,Business,Wildlife tourism,"Radio, TV, Web",0,0,0,0,0,0,0,0,4,0,Cash,0,"Wonderful Country, Landscape, Nature",1,4
367,tour_2262,UNITED STATES OF AMERICA,25-44,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,0,7,7,Cash,1,Friendly People,2,14
368,tour_2264,MOZAMBIQUE,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,0,5,Cash,1, Wildlife,2,5
369,tour_2269,UNITED STATES OF AMERICA,65+,Alone,0,1,Leisure and Holidays,Conference tourism,"Friends, relatives",1,1,1,1,0,0,0,0,6,0,Credit Card,0,Friendly People,1,6
370,tour_227,UNITED KINGDOM,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,0,1,1,0,0,3,7,Cash,1, Wildlife,2,10
371,tour_2272,UNITED STATES OF AMERICA,65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,1,7,0,Cash,0,No comments,2,7
372,tour_2273,UNITED KINGDOM,25-44,Spouse and Children,2,4,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",0,0,0,0,0,0,0,0,3,0,Credit Card,0,Friendly People,6,3
373,tour_2275,SOUTH AFRICA,25-44,Friends/Relatives,0,2,Meetings and Conference,Mountain climbing,"Newspaper, magazines,brochures",0,0,0,0,0,0,0,0,2,0,Credit Card,1,Friendly People,2,2
374,tour_2279,FRANCE,25-44,Spouse and Children,2,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,0,1,1,0,0,10,5,Cash,1,Good service,3,15
375,tour_2287,OMAN,45-64,Alone,0,1,Visiting Friends and Relatives,Cultural tourism,others,0,0,0,0,0,0,0,0,3,3,Cash,0,No comments,1,6
376,tour_229,KENYA,24-Jan,Alone,1,0,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",0,0,0,0,0,0,0,0,14,0,Cash,0,Friendly People,1,14
377,tour_2293,UNITED KINGDOM,45-64,Children,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,0,1,1,0,9,0,Cash,1, Wildlife,2,9
378,tour_2298,UAE,24-Jan,Alone,0,1,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,13,0,Cash,1,Friendly People,1,13
379,tour_2300,SWITZERLAND,24-Jan,Friends/Relatives,0,2,Leisure and Holidays,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,1,12,Cash,1,Friendly People,2,13
380,tour_2303,SWEDEN,45-64,Spouse and Children,4,2,Leisure and Holidays,Wildlife tourism,"Friends, relatives",1,1,1,1,0,0,1,0,13,0,Credit Card,1,Friendly People,6,13
381,tour_2304,KENYA,25-44,Alone,0,1,Meetings and Conference,Mountain climbing,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,7,0,Cash,0,Excellent Experience,1,7
382,tour_2307,GERMANY,25-44,Alone,0,1,Meetings and Conference,Wildlife tourism,"Newspaper, magazines,brochures",0,0,0,0,0,0,0,0,10,0,Credit Card,1, Wildlife,1,10
383,tour_2309,SWAZILAND,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,7,3,Credit Card,1, Wildlife,2,10
384,tour_2316,UAE,25-44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,10,0,Cash,0,No comments,1,10
385,tour_2320,CHINA,24-Jan,Alone,0,1,Leisure and Holidays,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,0,2,Cash,1,"Wonderful Country, Landscape, Nature",1,2
386,tour_2322,SOUTH AFRICA,45-64,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",1,1,1,1,1,1,1,1,6,0,Credit Card,0, Wildlife,2,6
387,tour_2323,INDIA,25-44,Spouse,1,1,Meetings and Conference,Beach tourism,others,1,1,1,1,0,0,0,0,15,0,Cash,0,Good service,2,15
388,tour_2332,MOZAMBIQUE,25-44,Alone,1,0,Business,Wildlife tourism,Trade fair,0,0,0,0,0,0,0,0,20,0,Cash,1,No comments,1,20
389,tour_2335,UNITED STATES OF AMERICA,25-44,Alone,1,0,Meetings and Conference,Mountain climbing,"Radio, TV, Web",1,1,1,1,1,0,0,1,5,0,Cash,0,Friendly People,1,5
390,tour_234,UNITED KINGDOM,25-44,Spouse and Children,1,2,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,32,0,Cash,0,Friendly People,3,32
391,tour_2340,UNITED STATES OF AMERICA,25-44,Alone,1,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",1,1,0,1,1,0,1,0,11,0,Cash,1,Good service,1,11
392,tour_2341,UNITED STATES OF AMERICA,25-44,Friends/Relatives,0,2,Leisure and Holidays,Conference tourism,others,1,0,1,1,1,1,1,0,10,0,Cash,1,Friendly People,2,10
393,tour_2350,ITALY,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,0,9,Cash,0,Good service,2,9
394,tour_2359,AUSTRALIA,25-44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,0,5,4,Cash,1, Wildlife,1,9
395,tour_236,CHINA,24-Jan,Friends/Relatives,2,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,25,5,Credit Card,1,No comments,3,30
396,tour_2363,NEW ZEALAND,45-64,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,0,0,9,0,Cash,1,Friendly People,1,9
397,tour_2365,UNITED STATES OF AMERICA,45-64,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,1,4,0,Cash,1,No comments,2,4
398,tour_2366,BULGARIA,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,1,0,0,0,0,5,Cash,1,"Wonderful Country, Landscape, Nature",2,5
399,tour_2369,SPAIN,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,0,1,1,0,5,0,Cash,1, Wildlife,2,5
400,tour_237,SPAIN,45-64,Spouse and Children,2,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,0,0,0,0,0,0,7,5,Cash,1,Good service,4,12
401,tour_2379,UNITED KINGDOM,45-64,Spouse and Children,2,1,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",1,1,1,0,1,1,0,0,4,6,Cash,1, Wildlife,3,10
402,tour_239,FRANCE,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,0,1,1,0,12,7,Cash,1, Wildlife,2,19
403,tour_2390,FRANCE,25-44,Alone,1,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",1,1,1,1,1,0,1,0,0,0,Cash,1,Friendly People,1,0
404,tour_2393,GERMANY,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,12,14,Credit Card,1,Good service,2,26
405,tour_2397,GERMANY,25-44,Spouse and Children,1,2,Leisure and Holidays,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,0,12,Credit Card,0,"Wonderful Country, Landscape, Nature",3,12
406,tour_2404,UNITED STATES OF AMERICA,25-44,Alone,0,1,Business,Wildlife tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,3,0,Cash,0,Friendly People,1,3
407,tour_2406,CHINA,25-44,Alone,0,1,Business,Wildlife tourism,"Newspaper, magazines,brochures",0,0,0,0,0,0,0,0,0,0,Cash,1,Excellent Experience,1,0
408,tour_2413,NETHERLANDS,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,others,0,0,0,0,0,0,0,0,0,5,Credit Card,1,"Wonderful Country, Landscape, Nature",2,5
409,tour_2415,ZAMBIA,25-44,Friends/Relatives,1,0,Business,Wildlife tourism,Trade fair,0,0,0,0,0,0,0,0,2,0,Cash,0,No comments,1,2
410,tour_2418,ZAMBIA,25-44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,2,0,Cash,0,No comments,1,2
411,tour_2427,ITALY,45-64,Alone,0,1,Leisure and Holidays,Cultural tourism,"Friends, relatives",0,0,0,0,0,0,0,0,60,0,Cash,0,No comments,1,60
412,tour_2430,INDIA,45-64,Alone,0,1,Meetings and Conference,Mountain climbing,"Friends, relatives",0,0,0,0,0,0,0,0,2,0,Credit Card,1,Friendly People,1,2
413,tour_2431,SWITZERLAND,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",1,0,0,0,0,1,1,0,19,0,Cash,1, Wildlife,2,19
414,tour_2432,OMAN,24-Jan,Friends/Relatives,0,2,Leisure and Holidays,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,60,0,Cash,1,Excellent Experience,2,60
415,tour_2437,SOUTH AFRICA,25-44,Alone,0,1,Meetings and Conference,Wildlife tourism,"Newspaper, magazines,brochures",1,1,1,1,1,0,0,1,3,0,Cash,0,"Wonderful Country, Landscape, Nature",1,3
416,tour_244,SPAIN,24-Jan,Friends/Relatives,4,0,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",0,0,0,0,0,0,0,0,31,3,Cash,1,Excellent Experience,4,34
417,tour_2442,NETHERLANDS,25-44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,0,1,1,1,0,14,5,Cash,0,Friendly People,1,19
418,tour_2452,FRANCE,45-64,Spouse and Children,2,3,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,0,13,0,Cash,1, Wildlife,5,13
419,tour_2456,GERMANY,45-64,Spouse and Children,3,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,0,7,6,Cash,1,Friendly People,5,13
420,tour_2460,SOUTH AFRICA,24-Jan,Friends/Relatives,3,0,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,0,1,1,1,7,0,Cash,1,No comments,3,7
421,tour_2464,UNITED KINGDOM,25-44,Spouse and Children,3,1,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,3,1,Cash,0,Friendly People,4,4
422,tour_2467,UNITED STATES OF AMERICA,45-64,Alone,0,1,Meetings and Conference,Mountain climbing,Trade fair,1,0,1,1,1,0,0,0,6,6,Cash,1,"Wonderful Country, Landscape, Nature",1,12
423,tour_2468,UNITED KINGDOM,45-64,Spouse and Children,2,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,0,0,4,5,Cash,1,Friendly People,3,9
424,tour_247,CZECH REPUBLIC,25-44,Friends/Relatives,2,2,Leisure and Holidays,Wildlife tourism,"Friends, relatives",1,1,1,1,0,1,0,0,7,5,Cash,1, Wildlife,4,12
425,tour_2472,UNITED STATES OF AMERICA,45-64,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Friends, relatives",1,0,1,1,1,1,1,0,10,0,Cash,1,Friendly People,1,10
426,tour_2473,NETHERLANDS,45-64,Spouse,1,1,Leisure and Holidays,Cultural tourism,others,0,0,0,0,0,0,0,0,0,7,Cash,0, Wildlife,2,7
427,tour_2474,UNITED STATES OF AMERICA,25-44,Spouse and Children,1,2,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",0,0,0,0,0,0,0,0,26,0,Cash,0,Friendly People,3,26
428,tour_2477,CANADA,45-64,Alone,0,1,Volunteering,Wildlife tourism,"Radio, TV, Web",1,0,1,0,1,0,0,0,22,0,Cash,1, Wildlife,1,22
429,tour_248,UNITED KINGDOM,24-Jan,Friends/Relatives,2,2,Volunteering,Hunting tourism,"Travel, agent, tour operator",1,1,1,1,1,0,0,1,34,0,Cash,1, Wildlife,4,34
430,tour_2481,ISRAEL,45-64,Spouse and Children,2,2,Other,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,0,1,0,4,3,Cash,1,No comments,4,7
431,tour_2491,KENYA,24-Jan,Alone,1,0,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",0,0,0,0,0,0,0,0,5,0,Cash,0,Friendly People,1,5
432,tour_2494,UNITED STATES OF AMERICA,25-44,Friends/Relatives,0,2,Leisure and Holidays,Beach tourism,others,0,0,0,0,0,0,0,0,0,7,Cash,1,Friendly People,2,7
433,tour_2496,AUSTRALIA,24-Jan,Friends/Relatives,3,3,Leisure and Holidays,Cultural tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,9,4,Cash,1,Friendly People,6,13
434,tour_2497,UNITED STATES OF AMERICA,24-Jan,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,0,3,11,Cash,1,No comments,1,14
435,tour_2506,ITALY,45-64,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,1,0,1,1,0,7,Cash,1,Excellent Experience,2,7
436,tour_2508,BELGIUM,45-64,Spouse,1,1,Leisure and Holidays,Beach tourism,others,1,1,1,1,1,1,1,1,7,7,Cash,1,No comments,2,14
437,tour_2509,ZIMBABWE,24-Jan,Alone,0,1,Business,Wildlife tourism,"Newspaper, magazines,brochures",0,0,0,0,0,0,0,0,4,0,Cash,1, Wildlife,1,4
438,tour_2512,FRANCE,45-64,Alone,0,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",1,1,1,1,0,1,1,1,6,6,Credit Card,1, Wildlife,1,12
439,tour_2513,ITALY,45-64,Friends/Relatives,3,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,1,0,0,0,0,7,Cash,0,Excellent Experience,4,7
440,tour_2514,SWEDEN,24-Jan,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,0,1,6,Cash,1,"Wonderful Country, Landscape, Nature",2,7
441,tour_2520,NETHERLANDS,25-44,Spouse and Children,2,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,0,1,1,0,0,12,5,Cash,1,Friendly People,4,17
442,tour_2522,SWITZERLAND,25-44,Spouse,1,1,Visiting Friends and Relatives,Wildlife tourism,others,0,0,0,0,0,0,0,0,15,6,Cash,1,No comments,2,21
443,tour_2523,FRANCE,24-Jan,Friends/Relatives,2,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,1,12,0,Cash,1,"Wonderful Country, Landscape, Nature",4,12
444,tour_2531,UNITED KINGDOM,24-Jan,Alone,1,0,Volunteering,Conference tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,9,0,Cash,1,Good service,1,9
445,tour_2539,AUSTRALIA,25-44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,1,7,4,Cash,1, Wildlife,1,11
446,tour_2541,GERMANY,25-44,Friends/Relatives,1,1,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",0,0,0,0,0,0,0,0,10,12,Cash,1, Wildlife,2,22
447,tour_2546,UNITED STATES OF AMERICA,25-44,Spouse,1,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,0,6,0,Cash,1,No comments,2,6
448,tour_2552,PORTUGAL,25-44,Friends/Relatives,1,1,Leisure and Holidays,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,15,6,Cash,1,"Wonderful Country, Landscape, Nature",2,21
449,tour_2554,UGANDA,25-44,Friends/Relatives,0,2,Meetings and Conference,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,21,0,Cash,1,"Wonderful Country, Landscape, Nature",2,21
450,tour_2555,RWANDA,25-44,Friends/Relatives,1,1,Leisure and Holidays,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,2,0,Cash,0,Excellent Experience,2,2
451,tour_2556,ZAMBIA,25-44,Alone,0,1,Business,Mountain climbing,"Friends, relatives",0,0,0,0,0,0,0,0,3,0,Cash,0,Good service,1,3
452,tour_2561,ZIMBABWE,25-44,Friends/Relatives,0,2,Business,Hunting tourism,"Friends, relatives",0,0,0,0,0,0,0,0,1,0,Cash,1,Friendly People,2,1
453,tour_2568,CHINA,25-44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,3,0,Cash,1,Excellent Experience,1,3
454,tour_2571,GERMANY,25-44,Spouse,1,1,Business,Wildlife tourism,"Radio, TV, Web",0,0,0,0,0,0,0,0,5,0,Credit Card,1,No comments,2,5
455,tour_2577,UGANDA,25-44,Alone,1,0,Meetings and Conference,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,5,6,Cash,0,"Wonderful Country, Landscape, Nature",1,11
456,tour_2581,NETHERLANDS,25-44,Friends/Relatives,1,3,Leisure and Holidays,Cultural tourism,"Friends, relatives",1,1,1,1,1,0,0,0,0,15,Cash,1,Friendly People,4,15
457,tour_2582,CHILE,45-64,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,0,1,1,1,0,13,0,Cash,1,"Wonderful Country, Landscape, Nature",1,13
458,tour_2589,SUDAN,25-44,Alone,1,0,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,0,19,Cash,1,Friendly People,1,19
459,tour_2591,NORWAY,25-44,Alone,1,0,Business,Beach tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,5,1,Cash,0,Good service,1,6
460,tour_2593,UAE,25-44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",1,1,1,1,1,0,0,1,5,0,Cash,1,No comments,2,5
461,tour_2595,UNITED KINGDOM,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,0,15,5,Cash,1, Wildlife,2,20
462,tour_2596,UNITED STATES OF AMERICA,65+,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,0,0,0,9,4,Cash,1,Friendly People,1,13
463,tour_2597,UNITED STATES OF AMERICA,45-64,Alone,1,0,Volunteering,Hunting tourism,"Friends, relatives",0,0,0,0,0,0,0,0,16,0,Cash,1,Friendly People,1,16
464,tour_2599,GERMANY,65+,Friends/Relatives,2,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,0,6,0,Cash,1, Wildlife,4,6
465,tour_26,BANGLADESH,45-64,Alone,1,0,Meetings and Conference,Wildlife tourism,"Travel, agent, tour operator",1,1,0,0,0,0,0,0,5,0,Credit Card,0,Friendly People,1,5
466,tour_2603,UNITED KINGDOM,25-44,Friends/Relatives,0,1,Business,Wildlife tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,2,0,Cash,1,Friendly People,1,2
467,tour_2604,ITALY,25-44,Spouse and Children,2,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",1,1,1,1,1,1,1,1,9,7,Cash,1,Friendly People,3,16
468,tour_261,UNITED STATES OF AMERICA,65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,0,1,1,1,1,1,1,2,0,Credit Card,0, Wildlife,2,2
469,tour_2612,NETHERLANDS,45-64,Alone,1,0,Volunteering,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,30,0,Cash,0,Friendly People,1,30
470,tour_2614,ITALY,45-64,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,0,0,0,15,0,Cash,1, Wildlife,2,15
471,tour_2616,SWAZILAND,25-44,Friends/Relatives,2,2,Business,Wildlife tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,10,0,Cash,1,Excellent Experience,4,10
472,tour_2619,UNITED KINGDOM,65+,Alone,0,1,Business,Mountain climbing,others,1,1,1,0,0,0,0,0,45,0,Credit Card,1,Friendly People,1,45
473,tour_262,OMAN,45-64,Children,0,2,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,27,0,Cash,1,No comments,2,27
474,tour_2624,FRANCE,45-64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,1,12,0,Cash,1,Friendly People,2,12
475,tour_2626,CHINA,25-44,Children,0,3,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,4,0,Cash,1,No comments,3,4
476,tour_2628,CANADA,25-44,Alone,0,1,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,20,0,Credit Card,0,Friendly People,1,20
477,tour_2640,UNITED STATES OF AMERICA,25-44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",0,0,0,0,0,0,0,0,6,3,Cash,1,Friendly People,2,9
478,tour_2641,SWAZILAND,24-Jan,Alone,1,0,Visiting Friends and Relatives,Wildlife tourism,Tanzania Mission Abroad,0,0,0,0,0,0,0,0,7,0,Cash,0,"Wonderful Country, Landscape, Nature",1,7
479,tour_2642,UNITED KINGDOM,25-44,Children,1,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",0,0,0,0,0,0,0,0,17,4,Cash,0,Friendly People,2,21
480,tour_2645,BELGIUM,25-44,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",0,0,0,0,0,0,0,0,14,6,Cash,1,"Wonderful Country, Landscape, Nature",2,20
481,tour_2649,FRANCE,25-44,Friends/Relatives,2,5,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,0,7,7,Cash,1,"Wonderful Country, Landscape, Nature",7,14
482,tour_2653,SPAIN,45-64,Spouse,1,1,Leisure and Holidays,Cultural tourism,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,1,9,Cash,0,"Wonderful Country, Landscape, Nature",2,10
483,tour_2657,UNITED KINGDOM,25-44,Alone,0,1,Meetings and Conference,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,3,0,Cash,0,Friendly People,1,3
484,tour_266,KENYA,25-44,Alone,0,1,Leisure and Holidays,Beach tourism,"Friends, relatives",0,0,0,0,0,0,0,0,2,0,Cash,0,Friendly People,1,2
485,tour_2668,UNITED KINGDOM,24-Jan,Friends/Relatives,1,1,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,51,0,Cash,1,Friendly People,2,51
486,tour_267,UNITED STATES OF AMERICA,24-Jan,Spouse,1,1,Leisure and Holidays,Beach tourism,others,0,0,0,0,0,0,0,0,1,4,Credit Card,1,Good service,2,5
487,tour_2676,NORWAY,45-64,Alone,0,1,Meetings and Conference,Mountain climbing,"Travel, agent, tour operator",0,0,0,0,0,0,0,0,6,0,Credit Card,0,Friendly People,1,6
488,tour_268,ITALY,25-44,Friends/Relatives,1,1,Leisure and Holidays,business,"Travel, agent, tour operator",1,1,1,1,1,0,0,1,1,6,Credit Card,1,Friendly People,2,7
489,tour_2681,MALTA,65+,Alone,0,1,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",0,0,0,0,0,0,0,0,12,0,Cash,1,Friendly People,1,12
490,tour_2683,UNITED KINGDOM,45-64,Children,6,6,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",1,1,1,1,1,1,1,1,11,7,Cash,1,"Wonderful Country, Landscape, Nature",12,18
